timestamp,title,url,author,tags,thumbnail,name,claimed,mapClass
8/22/2015 17:39:14,Slovenian wine regions,https://en.wikipedia.org/wiki/Slovenian_wine#Climate_and_geography,Slovenian Wine,slovenia; europe; wine; region,https://upload.wikimedia.org/wikipedia/commons/7/7d/Slovenia_wine_regions.JPG,Monica Lloyd,Yes,Slovenianwineregions
8/22/2015 19:51:42,Sonqor County,https://en.wikipedia.org/wiki/Sonqor_County,Sonqor County,sonqor; county; iran; middle east; no map,,Sepideh Miller,Yes,SonqorCounty
8/29/2015 9:39:27,Spanish Empire time series,https://en.wikipedia.org/wiki/Spanish_Empire,Spanish Empire,spanish; empire; No Map,,,,SpanishEmpiretimeseries
8/22/2015 17:22:39,Spanish Wine Regions,https://en.wikipedia.org/wiki/Spanish_wine#Wine_regions,Spanish Wine,spain; wine; region; europe,https://upload.wikimedia.org/wikipedia/commons/5/52/Vinos_DO_de_Espa%C3%B1a.png,,,SpanishWineRegions
8/29/2015 11:04:33,St Anthony Falls,https://en.wikipedia.org/wiki/Saint_Anthony_Falls,Saint Anthony Falls,No Map; Minnesota,,,,StAnthonyFalls
8/22/2015 14:52:30,Sub Atlantic Regions in Europe,https://en.wikipedia.org/wiki/Atlantic_Europe,Atlantic Europe,atlantic; sub regions; europe,https://upload.wikimedia.org/wikipedia/commons/d/de/Atlantic-Europe.jpg,,,SubAtlanticRegionsinEurope
8/22/2015 17:36:44,Swain County Courthouse,https://en.wikipedia.org/wiki/Swain_County_Courthouse,Swain County Courthouse,north carolina; usa; no map,,,,SwainCountyCourthouse
8/27/2015 14:22:55,Texas Courts of Appeals,https://en.wikipedia.org/wiki/Texas_Courts_of_Appeals,Texas Courts of Appeals,Texas; law; polygons,https://upload.wikimedia.org/wikipedia/commons/9/95/TXcoadistricts.png,Sherrie Hubble,Yes,TexasCourtsofAppeals
8/22/2015 14:32:50,The Florist Kingdoms of the World,https://en.wikipedia.org/wiki/Phytochorion#Good.27s_floristic_regionalization,Phytochorion,flower; kingdom; world,https://upload.wikimedia.org/wikipedia/commons/c/c9/Florenreiche.jpg,,,TheFloristKingdomsoftheWorld
8/22/2015 14:50:38,The Floristic Regions of the Europe,https://en.wikipedia.org/wiki/Atlantic_Europe,Atlantic Europe,flowers; region; europe,https://upload.wikimedia.org/wikipedia/commons/8/87/Floristic_regions_in_Europe_%28english%29.png,,,TheFloristicRegionsoftheEurope
8/22/2015 13:39:16,The Hamptons,https://en.wikipedia.org/wiki/The_Hamptons,The Hamptons,the hamptons; usa; new york,https://upload.wikimedia.org/wikipedia/commons/8/8c/The_Hamptons.jpg,Karen Mulcahy,Yes,TheHamptons
8/22/2015 15:07:24,The Holy Roman Empire,https://en.wikipedia.org/wiki/Holy_Roman_Empire#Imperial_reform,Holy Roman Empire,roman empire; europe,https://upload.wikimedia.org/wikipedia/commons/a/a0/HRR_1400.png,,,TheHolyRomanEmpire
8/22/2015 13:48:59,The Regions of South Africa,https://en.wikipedia.org/wiki/South_Africa#Geography,South Africa,south africa; africa; regions,https://upload.wikimedia.org/wikipedia/commons/c/cf/Regions_of_South_Africa_1.png,,Yes,TheRegionsofSouthAfrica
8/22/2015 13:19:46,The Time Zones of Europe,https://en.wikipedia.org/wiki/Time_in_Europe,Time in Europe,time; europe; time zones,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Time_zones_of_Europe.svg/593px-Time_zones_of_Europe.svg.png,Anukiran Solur,Yes,TheTimeZonesofEurope
8/28/2015 16:53:36,Thousand Islands,https://en.wikipedia.org/wiki/Thousand_Islands,Thousand Islands,new york state; regions; north america; st lawrence river; no map,,Eliza Bettinger,Yes,ThousandIslands
8/28/2015 11:50:16,Tissot's Indicatrix,https://en.wikipedia.org/wiki/Tissot%27s_indicatrix,Tissot's Indicatrix,projection; geography; cartography; distortion; illustration,https://upload.wikimedia.org/wikipedia/commons/0/0e/Tissot_world_from_space.png,,,Tissot'sIndicatrix
8/28/2015 21:30:30,Toledo Strip,https://en.wikipedia.org/wiki/Toledo_War,Toledo War,needs context; michigan; ohio; toledo strip; usa,https://upload.wikimedia.org/wikipedia/commons/9/93/Disputed_Toledo_Strip.png,,,ToledoStrip
8/22/2015 13:48:13,Total rainfall during Hurricane Katrina in 2005,https://en.wikipedia.org/wiki/Hurricane_Katrina#Other_U.S._states_and_Canada,Hurricane Katrina,hurricane; usa; rain,https://upload.wikimedia.org/wikipedia/commons/b/b5/Katrina_2005_rainfall.gif,,,TotalrainfallduringHurricaneKatrinain2005
8/28/2015 18:33:01,Town of Coupeville,"https://en.wikipedia.org/wiki/Coupeville,_Washington","Coupeville, Wshington",town; usa; upgrade,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Island_County_Washington_Incorporated_and_Unincorporated_areas_Coupeville_Highlighted.svg/250px-Island_County_Washington_Incorporated_and_Unincorporated_areas_Coupeville_Highlighted.svg.png,,,TownofCoupeville
8/28/2015 16:52:11,Tug Hill,https://en.wikipedia.org/wiki/Tug_Hill,Tug Hill,new york state; regions; north america,https://upload.wikimedia.org/wikipedia/commons/8/81/NYS_Tug_Hill_Region_and_Core.svg,,,TugHill
8/22/2015 17:39:52,Turkish Wine Regions,https://en.wikipedia.org/wiki/Turkish_wine,Turkish Wine,turkey; europe; wine; region,https://upload.wikimedia.org/wikipedia/commons/8/8d/Turkish_wine_regions_map.png,,,TurkishWineRegions
8/22/2015 17:38:22,U.S. Route 33,https://en.wikipedia.org/wiki/U.S._Route_33,U.S. Route 33,road; transportation; ohio; usa,https://upload.wikimedia.org/wikipedia/commons/0/09/US_33_map.png,Chelsea Nestel,Yes,U.S.Route33
8/28/2015 11:30:10,Ungava magmatic event,https://en.wikipedia.org/wiki/Ungava_magmatic_event,Ungava Magmatic Event,Geology; Canada; North America; Volcanism,https://upload.wikimedia.org/wikipedia/commons/4/4b/Ungava_magmatic_event.png,,,Ungavamagmaticevent
8/22/2015 19:42:03,United Arab Emirates,https://en.wikipedia.org/wiki/United_Arab_Emirates,United Arab Emirates,UAE; middle east; regional,https://upload.wikimedia.org/wikipedia/commons/7/73/UAE_en-map.png,,,UnitedArabEmirates
8/22/2015 13:32:34,US Territorial Acquisitions,https://en.wikipedia.org/wiki/United_States#Independence_and_expansion,United States,usa; territories,https://upload.wikimedia.org/wikipedia/commons/9/94/U.S._Territorial_Acquisitions.png,Katie Kowalsky,Yes,USTerritorialAcquisitions
8/28/2015 21:11:23,US Uranium Fuel Sources 2012,https://en.wikipedia.org/wiki/Nuclear_power_in_the_United_States,Nuclear power in the United States,nuclear power; uranium imports; too small; outdated,https://upload.wikimedia.org/wikipedia/commons/d/d9/US_Uranium_Imports_2012.png,,,USUraniumFuelSources2012
8/22/2015 13:37:18,Viena expedition,https://en.wikipedia.org/wiki/Viena_expedition,Viena expedition,Viena; finland; expedition,https://upload.wikimedia.org/wikipedia/commons/f/fd/Viena-expedition.png,,,Vienaexpedition
8/27/2015 14:20:45,Vikings-Voyages,https://en.wikipedia.org/wiki/Viking_Age,Viking Age,exploration; vikings; middle ages,https://upload.wikimedia.org/wikipedia/commons/a/a7/Vikings-Voyages.png,Morgan Jarocki,Yes,Vikings-Voyages
8/28/2015 20:53:58,War Memorial Opera House,https://en.wikipedia.org/wiki/War_Memorial_Opera_House,War Memorial Opera House,war; memorial; opera house; no map,,Roderick Chow,Yes,WarMemorialOperaHouse
8/28/2015 14:41:27,Western Morocco Arabic,https://en.wikipedia.org/wiki/Western_Morocco_Arabic,Western Morocco Arabic,africa; morocco; arabic; language; upgrade,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Western_Moroccan_Arabic_Map.PNG/220px-Western_Moroccan_Arabic_Map.PNG,,,WesternMoroccoArabic
8/28/2015 15:30:18,Wilkes Expedition,https://en.wikipedia.org/wiki/United_States_Exploring_Expedition,United States Exploring Expedition,Wilkes; battle,https://upload.wikimedia.org/wikipedia/commons/f/f2/Battles_Of_The_Wilkes_Expedition.png,,,WilkesExpedition
8/22/2015 15:29:41,Wine producing regions of Greece,https://en.wikipedia.org/wiki/List_of_wine-producing_regions#Greece,List of wine-producing regions,wine; greece; europe,https://upload.wikimedia.org/wikipedia/commons/f/f8/Greece_wine_regions_de.png,,,WineproducingregionsofGreece
8/22/2015 15:22:43,Wine Regions of France,https://en.wikipedia.org/wiki/French_wine,French Wine,france; wine; regions; europe,https://upload.wikimedia.org/wikipedia/commons/9/95/French_vineyards%E6%B3%95%E5%9C%8B%E9%85%92%E5%8D%80%E5%9C%B0%E5%9C%96.svg,,,WineRegionsofFrance
8/22/2015 17:20:09,Wine Regions of Portugal,https://en.wikipedia.org/wiki/Portuguese_wine#Wine_regions,Portuguese Wine,portgual; wine; region; europe,https://41.media.tumblr.com/20ef012b9863b469a443317864b1f75d/tumblr_inline_np8e89BU851qhxt4g_540.png,,,WineRegionsofPortugal
8/22/2015 13:52:48,"Worden, Oregon","https://en.wikipedia.org/wiki/Worden,_Oregon","Worden, Oregon",worden; oregon; usa; no map,,Kiri Carini,Yes,"Worden,Oregon"
8/30/2015 8:40:12,Yellowknife,https://en.wikipedia.org/wiki/Yellowknife,Yellowknife,Canada; Yellowknife; no map,,,,Yellowknife
9/6/2015 23:30:13,Porcupine Mountains,https://en.wikipedia.org/wiki/Porcupine_Mountains,Porcupine Mountains,no map; michigan; mountains; landforms,,,,PorcupineMountains
9/6/2015 23:30:50,Huron Mountains,https://en.wikipedia.org/wiki/Huron_Mountains,Huron Mountains,mountains; no map; michigan; terrain,,,,HuronMountains
9/8/2015 15:27:25,"Lostine River, Oregon",https://en.wikipedia.org/wiki/Lostine_River,Lostine River,"River, Water, Hydrography, Oregon, Pacific Northwest",https://upload.wikimedia.org/wikipedia/commons/8/8c/Oregon_Locator_Map.PNG,,,"LostineRiver,Oregon"
9/8/2015 15:29:02,Central Oregon,https://en.wikipedia.org/wiki/Central_Oregon,Central Oregon,"Oregon, Counties, Regions, Pacific Northwest",https://upload.wikimedia.org/wikipedia/commons/6/65/Central_Oregon_cropped.png,,,CentralOregon
9/8/2015 15:30:16,Wallowa Lake,https://en.wikipedia.org/wiki/Wallowa_Lake,Wallowa Lake,"Lake, Water, Oregon, Tourism",,,,WallowaLake
9/9/2015 14:18:32,Date format by Country,https://en.wikipedia.org/wiki/Date_format_by_country,Date format by Country,date; world; choropleth,https://upload.wikimedia.org/wikipedia/commons/0/05/Date_format_by_country.svg,Brian Davidson,Yes,DateformatbyCountry
9/12/2015 18:31:07,Detroit Wall,https://en.wikipedia.org/wiki/Detroit_Wall,Detroit Wall,"Detroit, Michigan",https://upload.wikimedia.org/wikipedia/commons/9/95/Detroit-wall-localwiki.png,,,DetroitWall
9/14/2015 22:05:49,World Map,https://en.wikipedia.org/wiki/Steatoda,Steatoda,spider; false widow; world; no map,,,,WorldMap
9/15/2015 9:42:23,Syria–United States relations,https://en.wikipedia.org/wiki/Syria%E2%80%93United_States_relations,Syria–United States relations,syria; united states; locator map,https://upload.wikimedia.org/wikipedia/commons/8/8b/Syria_USA_Locator.svg,,,Syria–UnitedStatesrelations
9/16/2015 17:05:57,Map of Louisiana's 64 parishes,https://en.wikipedia.org/wiki/Police_Jury,Police Jury,political; svg; island effect,https://upload.wikimedia.org/wikipedia/commons/7/76/Louisiana_parishes_map_magnified.jpg,Caitlyn Verret,Yes,MapofLouisiana's64parishes
9/25/2015 12:36:27,Territorial waters - New Zealand,https://en.wikipedia.org/wiki/Exclusive_economic_zone,Exclusive economic zone,mikedillion,https://upload.wikimedia.org/wikipedia/commons/d/d6/Territorial_waters_-_New_Zealand.svg,Mike Dillion,Yes,Territorialwaters-NewZealand
9/25/2015 16:47:59,United States Administrative Divisions Cities,https://en.wikipedia.org/wiki/List_of_United_States_cities_by_population,List of United States cities by population,mikedillion,https://upload.wikimedia.org/wikipedia/commons/d/d0/United_States_Administrative_Divisions_Cities.svg,Mike Dillion,Yes,UnitedStatesAdministrativeDivisionsCities
9/28/2015 8:46:37,Visa requirements map,https://en.wikipedia.org/wiki/Visa_requirements_for_United_States_citizens,Visa requirements for United States citizens,USA; visas; travel,https://upload.wikimedia.org/wikipedia/commons/a/a3/Visa_requirements_for_United_States_citizens.png,,,Visarequirementsmap
9/30/2015 8:28:48,Aratus of Sicyon,https://en.wikipedia.org/?curid=2115847,Aratus of Sicyon,aratus; sicyon; greece,https://upload.wikimedia.org/wikipedia/commons/a/ad/LifeOfAratus.jpg,,,
